Date / Time,City,State,Shape,Duration,Summary,Posted
6/30/97 12:00,Anchorage,AK,Cylinder,15 minutes,Walking dog in the day and saw a silent and still chrome cylindrical object in the sky.,3/13/2012
6/5/02 23:45,Bethel,AK,Other,1-2 minutes,Strange flyover witnessed,7/1/2002
6/5/13 1:20,Angoon,AK,Sphere,10 minutes,"One appeared first at 1:20 am; hovered in place for about two minutes before heading north, was joined by a second light.",7/3/2013
6/5/16 2:12,Anchorage,AK,Light,78 seconds,"Color changing single light speeds over Anchorage, Alaska.",6/10/2016
7/1/49 11:00,Fairbanks,AK,Disk,2 minutes,"Enormous metallic disc in Alaska sky, 1949.",12/23/2013
7/1/88 0:00,North Pole,AK,Unknown,1 hour 20 minutes,Flash of light and loss of time,4/17/2008
7/15/16 22:30,Big Lake,AK,Changing,10 minutes,Bright orange orbs in sky over tree line.,7/22/2016
7/15/87 1:30,Teller,AK,Disk,30 MINUTES,5 CREDITABLE WITNESSES,10/15/2002
7/18/12 1:00,Homer,AK,Light,20 or 30 minutes,"Multiple lights executing strange maneuvers by darting back and forth, blinking on and off and moving in geometric patterns.",5/8/2014
7/22/13 3:13,Sterling,AK,,a few seconds,"3 stationary bright, white lights in a triangle shape in the eastern sky.",7/22/2013
7/25/12 1:15,Anchorage,AK,Other,5 minutes,Black mass in Anchorage.,8/5/2012
7/25/13 1:15,Kodiak,AK,Triangle,2-3 minutes,Three white lights triangular shape seen over Pillar Mountain Kodiak Alaska.,8/30/2013
7/27/17 5:55,Anchorage,AK,Diamond,2 seconds,At approximately 5:50 am I saw 4 bright lights over the air force base. The lights hovered in the shape of a diamond or kite for just a,7/27/2017
7/29/09 13:00,North of Pt. Barrow,AK,Disk,45 Minutes,We saw Six Disk Shaped Aircraft while Staioned in the USAF in Alaska,4/13/2010
7/3/08 16:40,Fairbanks,AK,Unknown,2 minutes,White oblong object moving fast through clear sky and fades into the blue.,7/5/2008
7/4/15 23:15,Sitka,AK,Oval,6 minutes,"Yellowish oval disk making erratic movements, spotted by airline pilot.",7/6/2015
7/5/69 10:53,Valdez,AK,Disk,17 minutes,Orange water,10/31/2003
7/7/01 17:30,"Misty Fjords National Park (near, on island)",AK,Rectangle,A couple of minutes,"Huge, perfectly square, bright white object leaves with out the sound of a take off or splash.",1/17/2004
7/7/05 18:45,Susitna Lodge (10 miles E of; Denali Highway),AK,Rectangle,10 seconds,I could hear the first craft going over but all I could see was blue sky where the sound was coming from. Then it appeared for only one,9/2/2005
7/7/05 22:00,"Susitna Lodge (10 mi. E of, Denali Hwy.)",AK,Other,10 seconds,((NUFORC Note: Possible mil. activity. PD)) 3 faded bluish grey craft appeared then disappeared overhead during mil. exer. over AK.,9/2/2005
8/10/03 3:00,Anchorage,AK,Other,driving to sward,it was square like shape and the whole underneth of the aircraft was glowing red hot and there were two round shadows behind it,9/9/2003
8/10/96 2:30,Adak,AK,Other,12 minutes,I was on wheel watch on a 90 ft. fishing Vesel early in the morning near Adak island. At this time Adak was still under navy control &,1/8/2016
8/11/05 6:11,Suriname,AK,Unknown,30-45 minutes,"((HOAX??))This was not a ship or aircraft, but more a display of lights in different colors. It was like someone writing in the sky.",9/2/2005
8/11/15 23:45,Palmer,AK,Light,15 minutes,"Light over Palmer, Alaska.",8/13/2015
8/11/16 1:20,Anchorage/Eagle River (between),AK,Triangle,2 minutes,Midnight adventure car ride to the top of a mountain greeted by something beyond this earth?,8/16/2016
8/11/99 23:07,Ketchikan,AK,Circle,7 seconds,saw a bright objet in an area where there is or never has been any thing,8/30/1999
8/12/01 22:53,Petersburg,AK,Triangle,8 minutes,A silent lighted triangle,8/20/2001
8/14/99 4:00,Turnagain Pass,AK,Flash,1-2 sec.,From banks of Turnagain Arm I saw a whitish/blueish strobe type flash. It lit up the water and sky. Weather was clear. It was due so,8/30/1999
8/15/62 19:00,Nenana,AK,Oval,15 min,"the object had a large spot light, shining straight down towards the groung.",3/21/2003
8/15/67 23:00,Gula,AK,Circle,40 min,Circle,6/18/2004
8/15/96 14:30,Bethel,AK,Triangle,2 mins,I happened to look out my back window and was shocked to see a huge triangular shaped craft at a very high altitude.,2/16/1999
8/16/04 12:08,Anchorage,AK,Circle,10 seconds,6 Flying objects spotted in anchorage ak,8/24/2004
8/16/99 2:45,Trapper Creek (10 miles north of),AK,Oval,5 sec,"driving south on the Parks hiway, just happened to look out the side window and up as a large oval shaped craftpasses overhead right to",2/24/2001
8/17/04 3:30,College Fjord,AK,Changing,15-20 mimutes,On August 17th were were on a Alaskan cruise aboard the Sun Princess on a north easterly course into Perry Passage and Wells Passage. A,9/1/2004
8/2/2004,Wrangell,AK,Circle,5 days,"We saw a Bright WHITE CIRCLE suddenly appear, and then dissappear.",8/24/2004
8/20/15 22:48,Juneau,AK,Circle,3 seconds,Single light moved quickly in different directions and disappeard,8/27/2015
8/20/86 2:00,Anchorage,AK,Disk,3 seconds,Three black saucer-shaped objects quickly take off from the woods.,6/4/2004
8/20/95 11:30,Cantwell (80 miles east of); Clearwater Mtns.,AK,Circle,45 min.,an object in the sky- - just hovering there with a big light on top and bottom.,6/6/2000
8/22/15 15:00,Anchorage,AK,Rectangle,>5 minutes,"Yesterday p.m., it was very clear in the sky over Anchorage, AK. I was just going to try to ignore what I saw.",8/27/2015
8/22/15 22:50,Butte,AK,Light,15 seconds,Star-like object flying over Butte,8/27/2015
8/24/12 12:00,,AK,Oval,30 seconds,I saw a gold and black oval shaped UFO AND it disappeared,10/23/2013
8/27/01 5:30,Fairbanks,AK,Circle,10min+,"Extremely bright light circle with vapor release, accompanied by small less bright lights above Fairbanks, AK",10/12/2001
8/27/2010,Craig (Coffman Cove Road),AK,Circle,3 min,big green light in the sky.,8/30/2010
8/28/09 23:00,Anchorage,AK,Formation,20 minutes,Odd Cloud Formation Lit Up and Moving Toward and Away from us.,12/12/2009
8/28/12 9:00,Anchorage,AK,Light,5 minutes,2 bright lights over Anchorage,9/24/2012
8/28/16 21:40,Juneau,AK,Formation,25 seconds,3 lights; blue green; straight line; moved vertically.,8/29/2016
8/30/02 23:30,St. George Island,AK,Unknown,3 seconds,Ball of light streaking upwards,9/13/2002
8/30/13 4:00,Palmer,AK,Circle,15 minutes,Orange circles above Palmer.,8/30/2013
8/30/15 5:50,Anchorage,AK,Oval,2 days,"On a clear Anchorage morning, I saw a bright ball of light moving over the mountains. No visible stars out and moved too slow for A/C.",9/2/2015
8/30/16 23:08,Anchorage,AK,Sphere,5 minutes,Red and blue color changing orb moving in all directions.,9/2/2016
8/30/72 1:30,Anchorage,AK,Circle,2 to 4 seconds,"Large, bright, blue/white circular object appeared to do extremely high speed ""fly-by"" of Earth.",1/17/2004
8/31/14 2:00,Palmer,AK,Light,2 minutes,"Top of a mountain pass, saw two lights in the sky",9/5/2014
8/4/15 12:20,Wasilla,AK,Light,45 minutes +,"White and some orange orbs in mountain valley and sky, Wasilla Alaska.",8/6/2015
8/5/14 0:36,Wasilla,AK,Light,3 minutes,"Orange glowing orb, Wasilla, Alaska.",8/8/2014
8/5/78 14:00,Ketchikan,AK,Rectangle,3 minutes,Aircraft carrier shaped UFO,4/14/2009
8/5/80 23:15,Glennallen,AK,Rectangle,25 minutes,Unidentified Bright Light Sitting On Road,10/15/2002
8/6/10 18:00,Anchorage,AK,Circle,1 minute,"UFO APPEAR'S OVER ANCHORAGE ALASKA 80,000 FT. LOOK'S LIKE A BB & NO MOVEMENT",11/21/2010
8/7/03 1:30,Fairbanks,AK,Circle,1hour 30 mins,((NUFORC Note: Possible sighting of Mars. PD)) Flickering Star like Object Moving Laterally at about 0130 hrs,8/28/2003
8/7/10 0:30,North Kenai (Daniels Lake; east end),AK,Light,1 hour,Around 0:30 began seeing flickering flashlight type light through leaves of trees. ((NUFORC Note: Possible sighting of Jupiter. PD)),8/24/2010
8/7/13 21:30,Fairbanks,AK,Diamond,1 minute,Diamond shaped UFO near Fairbanks Airport.,9/30/2013
8/7/14 17:30,Ketchikan,AK,Oval,2 minutes,"Daylight a few miles away, very bright, oval, silent, stationary then disappeared.",8/8/2014
8/8/09 23:40,Homer,AK,Oval,30-40 seconds,Single light changing to multiple lights and back,8/27/2009
8/8/97 23:00,Kenai,AK,Cigar,10 minutis,BACK in 1997 I seen a Cigar shaped UFO.,9/2/2005
9/1/74 23:00,"Sitka (North of, St. John Bay)",AK,Disk,5 min,"On hunting trip, woke to see object hovering over bay and ""navigating"" up the bay and up the head waters and out of sight over hillside",1/28/1999
9/1/99 22:00,Nenana,AK,Light,20 minutes,Several stars moving then stopping and moving again in another direction.,5/24/2005
9/1/99 23:00,Alaska,AK,Light,all week,There is High Auroral Activity all week that can probably be seen in Juneau to Seattle Lots of nuts will mistaken this as Unidentified,9/12/1999
9/10/03 23:30,Kenai,AK,Flash,30 sec,A Light In The Sky,9/12/2003
9/10/16 21:00,Anchorage,AK,Light,>2 hours,"Light moving in random motions at approximately 30,000' - 50,000' for more than 2 hours.",9/15/2016
9/11/11 9:00,Wasilla,AK,Triangle,a few seconds,a tiangle shaped craft with yellow lights below flew over.,10/10/2011
9/12/04 3:00,Fairbanks,AK,Oval,3 hours,"Very Distant odd luminous light hangs in the Night sky for a number of hours moving slowly,Fades n disappears. ((NUFORC: Star?? PD))",10/27/2004
9/12/16 1:00,Anchorage,AK,Disk,3 seconds,Disk shape object above tree line. ((anonymous report)),9/30/2016
9/13/13 22:00,Eagle River,AK,Formation,3,"Red lights past Mt Baldy, towards Eagle River Valley in the Sky.",9/18/2014
9/13/14 9:43,Eagle River,AK,Light,10-15 minutes,"A line of multiple orange lights flying slowly, possibly following the contours of the mountain and then disappearing into the sky.",9/18/2014
9/14/14 22:30,Fairbanks,AK,Triangle,1 minute,"Grey, triangular object with no lights moving across the sky.",9/18/2014
9/15/01 23:55,Nenana,AK,Fireball,1 second,"Streaking, glowing object bursts into bright green fireball and disappears",10/12/2001
9/15/07 2:30,Kenai Peninsula,AK,Triangle,10-20 seconds,3 Triangular objects in Alaksa,10/8/2007
9/15/66 18:00,Delta Junction,AK,Cigar,15 min,Long Cigar shape w/portholes bright orange on the ends or edges,3/11/2006
9/15/67 0:00,Cook Inlet (at sea),AK,Light,10 minutes,"I am 80 years old and want to tell what went on. It was about sept. 1967, I was a crewman on the m/v Camron, a support vessel for a jac",12/21/2015
9/15/76 4:00,Fairbanks,AK,Triangle,10 minutes,"I have video of surgery in my left shoulder that was found by my Doctor. My experience began when I was a child, it was like a dream bu",9/29/2015
9/15/84 23:00,Sterling,AK,Light,20 minutes,My friends & I were fishing at a lake(Paddle Lake) for a weekend on the Keni Peninsula in Alaska. The first evening Bob ******* & me wh,8/10/1999
9/15/95 2:00,Wasilla,AK,Light,10:00,Noticed two objects traveling in an erratic manner in a southerly direction out of the North-East.,3/7/1998
9/15/98 23:00,Auke Bay,AK,Light,1.5 hours,"A very bright light, small red glow on top. Off to the top left a blue/green ray of light. Every 30 seconds (Aprrox) two white lights",9/26/1998
9/15/98 23:30,Auke Bay,AK,Light,40mins.,"A large red light between 400ft agl. and up,erratically moved in all directions and at varing speeds. A smaller green light departed fr",9/26/1998
9/18/16 14:34,Fairbanks,AK,Circle,69 seconds,"((HOAX??)) Bright, radiating orb above Littleton.",9/22/2016
9/2/05 2:30,Tracy Arm (near; on cruise ship),AK,Light,15 min.,Balls of light seen from cruise ship in Alaska!,10/11/2005
9/2/98 23:00,Juneau,AK,Triangle,1 minute,"Seeing 3 space crafts in one night,",7/16/2003
9/2/99 21:00,Seward,AK,Light,3 min,"US Navy's ""Classic Wizard"", aka ""White Cloud""",11/26/2003
9/2/99 21:00,Seward,AK,Light,3 min,"3 lights observed. Pretty sure they were in orbit. 1 leading, 2 following equal distances from lead in triangular form heading in a n",10/19/1999
9/20/14 22:15,Anchorage,AK,Circle,10 seconds,Light green saucer-like object behind Anchorage airport (Earthquake Park).,9/25/2014
9/20/2015,Anchorage,AK,Light,30 minutes,"It was Sunday morning and it was like 3:14. I've had just finished delivering newspapers with my brother,something I do everyday. So as",9/25/2015
9/20/69 23:00,Fairbanks,AK,Cigar,30 seconds,My sister and I were awakened by a flashing bright light. We looked out of the window and saw a hovering cigar shaped object. It stayed,4/26/2000
9/20/95 19:30,Cold Bay,AK,Fireball,2minutes,Fireballs traveling low on horizon at great rate of speed and manueverablilty,2/16/2000
9/21/13 21:20,Anchorage,AK,Oval,3 minutes,Was red and orange balls floating and soaring brightly lit all running straight line from north to south,9/30/2013
9/22/15 11:30,Fairbanks,AK,Disk,10 seconds,Look like a shooting star then came to a dead stop then moved left to right and then shot over the the sky making a hard left turn. It,9/25/2015
9/22/98 3:00,Big Lake,AK,Light,3 minutes?,"Observer awoke and looked out window, seeing greenish colored light being orbited by smaller white/yellow lights",9/26/1998
9/23/10 7:00,Seward,AK,Cone,unknown,Photograph of unidentified object,7/4/2011
9/23/12 6:00,Savoonga,AK,Light,2 minutes,"One object hovering around Savoonga, ak. Sevral sightings this month.",9/24/2012
9/24/13 20:35,Fairbanks,AK,Circle,~2 minutes,3 white orbs. 2 in front 1 behind.,9/30/2013
9/24/98 22:35,North Pole,AK,Sphere,10 minutes,"Two Orange sphere appeared low on horizon just to left of North Star. One was hidden during filming I believe by trees. They hovered,",9/26/1998
9/25/14 11:00,Denali State Park,AK,Rectangle,4-6 minutes,I was driving and it was 11pm at nite sorry I could not get the time to correct at top / had just passed over clam gulch bridge it wa,10/3/2014
9/27/16 1:30,North Pole,AK,Unknown,15-20 minutess,9/27/16 1:30 am & 10/6/16 11:00 pm North Pole AK Unknown 15-20 Big Bright Star 10/7/16. ((anonymous report)),10/11/2016
9/28/13 21:10,North Pole,AK,Light,15,Orange lights orbiting above Fairbanks/North Pole Alaska,9/30/2013
9/29/12 21:20,Anchorage,AK,Light,1 hour,Jesus Christ enlighten us.,10/30/2012
9/29/13 21:30,Fairbanks,AK,Light,5-7 minutes,2 orange orbs fly south over chena ridge,9/30/2013
9/3/09 22:30,Healy,AK,Light,1+ hours,"Objects in night sky over Healy, AK moving at high speeds and changing directions instantaneously.",12/12/2009
9/3/12 21:57,Fairbanks,AK,Unknown,2 minutes,Metallic sounds and bright flash of light - Seen from indoors with blinds shut,9/24/2012
9/30/06 14:00,Anchorage,AK,Disk,45 minutes,Disk shaped object in sky for 45 minutes,4/27/2007
9/30/06 14:30,Anchorage,AK,Disk,30 minutes,Large shiny white disk hovering West and East in afternoon sky.,10/30/2006
9/5/13 22:00,Fairbanks,AK,Disk,5 minutes,HUGE SAUCER FLYING INTO FORT WAINRIGHT,9/30/2013
9/5/85 1:30,Juneau,AK,Circle,2 hours,My Brother and I believed we saw something that sped up time with light's from a ship. While we were in transit with a Vessel to Seattl,4/26/1999
9/7/12 23:00,Willow,AK,Fireball,5 minutes,Several orange glowing balls in single line 1/4-1/2 mile apart. West to East around Hatcher Pass,9/24/2012
9/8/03 23:30,Anchorage,AK,Light,20 secs,More stars moving around over Anchorage,9/12/2003
9/8/12 19:00,Wasilla,AK,Sphere,5 minutes,Red Dancing Orb with Orange colored bottom.,9/24/2012
